url,num_evasions,evaded_techniques
http://allegro.94123.shop/,2,"char-omission, tld-typosquatting"
http://bit.ly/4c6x57c,1,combosquatting
http://cu04359.tw1.ru/web/depart.php,4,"combosquatting, subdomain-concat, tld-typosquatting, visual-spoofing"
http://newrelice.com,4,"char-omission, combosquatting, tld-typosquatting, visual-spoofing"
http://paychexflexhr.weebly.com,4,"char-omission, subdomain-concat, tld-typosquatting, visual-spoofing"
http://res01ve-rpcdebug.pages.dev/,3,"combosquatting, subdomain-concat, tld-typosquatting"
http://smbc-card050.club,1,tld-typosquatting
http://smbc-card241.club,1,tld-typosquatting
http://smbc-card555.club,1,tld-typosquatting
http://smbc-card565.club,1,tld-typosquatting
http://smbc-card581.club,1,tld-typosquatting
http://smbc-card609.club,1,tld-typosquatting
http://t.co/0bcbXWyFes,1,combosquatting
http://uniswap-withdraw-v4.pages.dev/,3,"combosquatting, subdomain-concat, tld-typosquatting"
http://web-eng-bridge-doc.teachable.com,1,subdomain-concat
https://1pteclaw.life/jpn/sso.login/,1,tld-typosquatting
https://1xncok3.weebly.com/,1,subdomain-concat
https://abinabinghansukuhghansyea.blogspot.com/,1,subdomain-concat
https://accessledger-live-wallet.pages.dev/,1,subdomain-concat
https://accntnetfiixservice.com/captcha,1,combosquatting
https://ambiente2133.weebly.com/,1,subdomain-concat
https://api-maxit.orange-maroc.net/,1,tld-typosquatting
https://app.recompensapremiada.digital,2,"combosquatting, tld-typosquatting"
https://app.resgatecombo.click,4,"char-omission, combosquatting, subdomain-concat, tld-typosquatting"
https://asanatt.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://atendimento.mobilex.tech/4klc/www/login.html,1,tld-typosquatting
https://athmee.weebly.com/,3,"subdomain-concat, tld-typosquatting, visual-spoofing"
https://atthghdjhdgh.weebly.com/,1,subdomain-concat
https://attjxtrtfgnxtgrfxfgxnfgnxfgn.weebly.com/,1,subdomain-concat
https://attttxcvhh.weebly.com/,2,"char-omission, subdomain-concat"
https://authentification-meaux.firebaseapp.com/,1,subdomain-concat
https://aviso-multa-dgt.info/,1,tld-typosquatting
https://bhddprom2rd.imi.lat/,1,subdomain-concat
https://businessmanagers-helpcenters.pages.dev/,1,subdomain-concat
https://bussiness-center-support.pages.dev/,1,subdomain-concat
https://bussinesscenters-helppolicy.pages.dev/,1,subdomain-concat
https://buyghar.com/js/dhl-new.html,2,"char-omission, tld-typosquatting"
https://click-bnauth.webcindario.com/,1,combosquatting
https://cnbalbiion.weebly.com/,1,subdomain-concat
https://coibeasprolugon.godaddysites.com/,2,"subdomain-concat, visual-spoofing"
https://coinauthnode.firebaseapp.com/,1,subdomain-concat
https://coinbase-wallet-crypto.typedream.app/,1,visual-spoofing
https://coldruth.onpressidium.com/ituf,1,visual-spoofing
https://communlcationupdates.weebly.com/,1,subdomain-concat
https://courielvideotron.weebly.com/,1,subdomain-concat
https://cpcpcpcmailllall.weebly.com/,2,"combosquatting, subdomain-concat"
https://credentialing.yourhealthgrades.com/BAAG/,1,combosquatting
https://cu1stsecureale.weebly.com/,1,subdomain-concat
https://cuinbosvprulugon.godaddysites.com/,2,"subdomain-concat, visual-spoofing"
https://customercensor.surge.sh/,2,"combosquatting, subdomain-concat"
https://cvbrtrn.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://dash-spask.wuaze.com/.tmb/-/-/-/-/-/a/B/c/css/?p=kIqms,1,char-omission
https://demo3.playgrounds.cloud/trial-6vzzx16w/Honey/Virgo/infospage.php,1,tld-typosquatting
https://did.li/FedEx-il,2,"combosquatting, tld-typosquatting"
https://dufifjkdkndikdndcfnfdj.weebly.com/,1,subdomain-concat
https://eateli.weebly.com/,2,"subdomain-concat, visual-spoofing"
https://eebroadband.weebly.com/,1,subdomain-concat
https://eircomwebs.weebly.com/,1,subdomain-concat
https://elenchos-epistrofischrimaton.firebaseapp.com/,1,subdomain-concat
https://emtwd.e-scurefiles.net/,3,"char-omission, combosquatting, tld-typosquatting"
https://envoi-mondiairelay.com/,1,tld-typosquatting
https://eodybd.cn/JA/,4,"char-omission, combosquatting, tld-typosquatting, visual-spoofing"
https://eqhvb-48ffe.web.app/,1,subdomain-concat
https://exodsweb3-tag.pages.dev,1,subdomain-concat
https://faq-phantom-wallet-sso.webflow.io,2,"combosquatting, subdomain-concat"
https://fcnbalert.weebly.com/,2,"subdomain-concat, visual-spoofing"
https://fcxxcxcvkjhxck.weebly.com/,1,subdomain-concat
https://fffffffconmall.weebly.com/,2,"combosquatting, subdomain-concat"
https://fgdrghrdhtctgdgh.vercel.app/m,2,"combosquatting, subdomain-concat"
https://flfdkffkgfggj.weebly.com/,1,subdomain-concat
https://frsttcredittloann.weebly.com/,1,subdomain-concat
https://ftb.ca-kj.cc/notice,3,"char-omission, combosquatting, tld-typosquatting"
https://fyrtheupwyj.web.app/,3,"subdomain-concat, tld-typosquatting, visual-spoofing"
https://gcpcards.duckdns.org/vskgzewo,1,subdomain-concat
https://geroplmertunerd.weebly.com/,1,subdomain-concat
https://gmxdexde.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://gmxvcv.weebly.com/,2,"char-omission, visual-spoofing"
https://gouv-caledonie.weebly.com/,1,subdomain-concat
https://hardwaretrezorwallet.pages.dev/,1,subdomain-concat
https://hdkertyuissdff.weebly.com/,1,subdomain-concat
https://heriolamer.weebly.com/,1,subdomain-concat
https://hgundogaradiyamanedu.weebly.com/,1,subdomain-concat
https://hinetingprocessintros.vercel.app,3,"char-omission, combosquatting, subdomain-concat"
https://hjfyyh45.weebly.com/,1,subdomain-concat
https://hjsdbdjd.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://hotkeywebcheck.weebly.com/,2,"combosquatting, subdomain-concat"
https://hzsmsk-cz.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://identificationnenmentorange1.flazio.com/,1,subdomain-concat
https://idtelstranew.weebly.com/,1,subdomain-concat
https://ieeiorg.weebly.com/,2,"subdomain-concat, visual-spoofing"
https://ifub74.webwave.dev/,2,"combosquatting, subdomain-concat"
https://imscsdocs.pages.dev/,4,"char-omission, combosquatting, subdomain-concat, tld-typosquatting"
https://itrscaptlauoginr.webflow.io/,2,"combosquatting, subdomain-concat"
https://iurequestcancellationform.weebly.com/,1,subdomain-concat
https://iuuuuiuiuuiiiiiiiiiiiiiiiiiiiiiiiiiiiuui.weebly.com/,1,subdomain-concat
https://jashoagencies.weebly.com/,1,subdomain-concat
https://jeuqwv.cn/JA/,4,"char-omission, combosquatting, tld-typosquatting, visual-spoofing"
https://jhugyfdxzsxfcgvhbjn.weebly.com/,1,subdomain-concat
https://jpvpass.smkctuanarikgsjp.work/RnJeAX,1,tld-typosquatting
https://junosuportt.weebly.com/,1,subdomain-concat
https://kajoja2763.mvt.so/,1,subdomain-concat
https://kiotogsvcuiterfd.weebly.com/,1,subdomain-concat
https://kjfgfg.weebly.com/,3,"char-omission, subdomain-concat, visual-spoofing"
https://kycwnlv.duckdns.org/vskgzewo/,1,combosquatting
https://kysgo.pe/gouv/am/infospage.php,1,char-omission
https://l.ead.me/Trbes24,1,combosquatting
https://l.ead.me/bfYk24,1,combosquatting
https://l.ead.me/bfYx3e,1,combosquatting
https://l.ead.me/bfZtHu,3,"combosquatting, tld-typosquatting, visual-spoofing"
https://l.ead.me/bfa38T,1,combosquatting
https://l.ead.me/bfaXpm,3,"combosquatting, tld-typosquatting, visual-spoofing"
https://l.ead.me/bfapeC,2,"tld-typosquatting, visual-spoofing"
https://l.ead.me/bfcAtb,3,"combosquatting, tld-typosquatting, visual-spoofing"
https://l.ead.me/bfcIDZ,2,"tld-typosquatting, visual-spoofing"
https://l.ead.me/bfcvW4,1,combosquatting
https://l.ead.me/bfdv8F,1,combosquatting
https://l.ead.me/bfeFA3,1,combosquatting
https://l.ead.me/bfehf0,2,"combosquatting, visual-spoofing"
https://l.ead.me/bfgBf4,1,combosquatting
https://ledger-livlogin.webflow.io/,2,"combosquatting, subdomain-concat"
https://ledgercomstart-car.pages.dev/,1,subdomain-concat
https://ledgerstartcom.pages.dev/,1,subdomain-concat
https://linkin.bio/services-isracard/,3,"char-omission, combosquatting, tld-typosquatting"
https://llimbra.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://loginswebmailstelstrarespaceacquire.weebly.com/,1,subdomain-concat
https://mailinfortelstr.weebly.com/,2,"combosquatting, subdomain-concat"
https://mass.revewt.cc/us/,5,"char-omission, combosquatting, subdomain-concat, tld-typosquatting, visual-spoofing"
https://maunfof.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://mengovwebmaintenance.weebly.com/,1,subdomain-concat
https://metabussiness-support.pages.dev/,1,combosquatting
https://metamaskloginiq.webflow.io/,2,"combosquatting, subdomain-concat"
https://metasupport-businesscenter.pages.dev/,1,subdomain-concat
https://midriversdomainmanagement.weebly.com/,1,subdomain-concat
https://mloujnkdrta.web.app/,1,subdomain-concat
https://monacotelecomhome.weebly.com/,3,"char-omission, combosquatting, subdomain-concat"
https://mondialrelay-programmer.com/,1,char-omission
https://mxy-kf.shop/login-aeon/,2,"char-omission, tld-typosquatting"
https://mytelstrawebbmailer.weebly.com/,1,subdomain-concat
https://nationalemirats.ukit.me/,1,subdomain-concat
https://neriozaddgeyhik.weebly.com/,1,subdomain-concat
https://netzerowebsevicecooperationdomain.weebly.com/,1,subdomain-concat
https://newbiflhgjg.weebly.com/,2,"combosquatting, subdomain-concat"
https://newmagicmail.weebly.com/,2,"char-omission, subdomain-concat"
https://nvgtws.firebaseapp.com/,2,"combosquatting, subdomain-concat"
https://ny.awpay.cc/us/,4,"char-omission, combosquatting, tld-typosquatting, visual-spoofing"
https://oamskyejdek.blogspot.com/,2,"combosquatting, subdomain-concat"
https://ofdocsonliineaws.web.app/,1,subdomain-concat
https://oldsfpds.pages.dev/,3,"char-omission, subdomain-concat, tld-typosquatting"
https://omgduintasiom.weebly.com/,2,"combosquatting, subdomain-concat"
https://onlinenetworkserverwindstream.weebly.com/,1,subdomain-concat
https://onlineorder-pandaasianfussion.firebaseapp.com/,1,subdomain-concat
https://onlineorder-pandaasianfussion.web.app/,1,subdomain-concat
https://optimummmjjh.weebly.com/,2,"combosquatting, subdomain-concat"
https://otrttttt.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://patch-txn.com/,1,char-omission
https://paymentspinnacletr.wixsite.com/my-site,1,combosquatting
https://phila.revenuede.cc/us,5,"char-omission, combosquatting, subdomain-concat, tld-typosquatting, visual-spoofing"
https://phylacfication.1vaozxr.cn/p/login/R,1,combosquatting
https://pickup-prio.com/,2,"char-omission, tld-typosquatting"
https://plusfreeforpsn.weebly.com/,1,subdomain-concat
https://pondbigbig.weebly.com/,1,subdomain-concat
https://portaal-mta.web.app/,1,tld-typosquatting
https://portfolio-vyauwru.format.com/,1,combosquatting
https://qaszzwe.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://rdsytkdldkjh.weebly.com/,3,"char-omission, combosquatting, subdomain-concat"
https://recaptcha.accountscenter-metaquest.com/two_step_verification/authentication/,1,combosquatting
https://refretetwy.weebly.com/,3,"char-omission, subdomain-concat, visual-spoofing"
https://repermaiec.weebly.com/,1,subdomain-concat
https://resolverdapp-validator.live/app/,1,tld-typosquatting
